"CubeId";"auvekoma"
"PublishingDate";"2025-03-24 09:00"

"Date";"D0";"D1";"Value"
"1997";"P";"US1";"70123.4"
"1997";"P";"UP";"110273.554984"
"1997";"N";"T0";"401112.834616"
"1997";"N";"T1";"132756.2"
"1997";"N";"T2";"160049.7"
"1997";"N";"D";
"1997";"N";"T4";"39701.534616"
"1997";"N";"T7";"68605.4"
"1998";"A";"T0";"1669456.752"
"1998";"A";"T1";"270615.5"
"1998";"A";"B0";"225260.8"
"1998";"A";"K0";"45354.7"
"1998";"A";"T2";"651793.152"
"1998";"A";"S0T";"363237.325"
"1998";"A";"STK";"8049.673"
"1998";"A";"STL";"355187.652"
"1998";"A";"T3";"288555.827"
"1998";"A";"A";"200659.78"
"1998";"A";"K1";"87896.047"
"1998";"A";"D";
"1998";"A";"T4";"678108.4"
"1998";"A";"T5";"493462.2"
"1998";"A";"N0";"0"
"1998";"A";"TB1";"447387"
"1998";"A";"FGB";"369861"
"1998";"A";"OH0";"0"
"1998";"A";"US0";"46075.2"
"1998";"A";"T6";"137495"
"1998";"A";"N1";"0"
"1998";"A";"TB2";"88027"
"1998";"A";"FGK";"88027"
"1998";"A";"OH1";"853"
"1998";"A";"US1";"48615"
"1998";"A";"UA";"47151.2"
"1998";"A";"T7";"68939.7"
"1998";"A";"G";"11904"
"1998";"A";"RIWF";"3070.6"
"1998";"A";"S1";"390.8"
"1998";"A";"T8";"52806"
"1998";"A";"W";"46485"
"1998";"A";"BE";"6321"
"1998";"A";"U";"768.3"
"1998";"P";"T0";"1223733.2805"
"1998";"P";"T1";"138429.3"
"1998";"P";"B0";"120417.4"
"1998";"P";"K0";"18011.9"
"1998";"P";"T2";"486897.231"
"1998";"P";"S0T";"41040.173"
"1998";"P";"STK";"596.841"
"1998";"P";"STL";"40443.332"
"1998";"P";"T3";"445857.058"
"1998";"P";"A";"389906.712"
"1998";"P";"K1";"55950.346"
"1998";"P";"D";
"1998";"P";"T4";"598406.7495"
"1998";"P";"T5";"405606.6484"
"1998";"P";"N0";"5781.8484"
"1998";"P";"TB1";"399824.8"
"1998";"P";"VGB";"315887"
"1998";"P";"VGK";"82974"
"1998";"P";"OH0";
"1998";"P";"US0";"0"
"1998";"P";"T6";"75621.5"
"1998";"P";"N1";
"1998";"P";"OH1";"861.4"
"1998";"P";"US1";"74760.1"
"1998";"P";"UP";"117178.6011"
"1998";"N";"T0";"445723.4715"
"1998";"N";"T1";"132186.2"
"1998";"N";"T2";"164895.921"
"1998";"N";"D";
"1998";"N";"T4";"79701.6505"
"1998";"N";"T7";"68939.7"
"1999";"A";"T0";"1948554.05258369"
"1999";"A";"T1";"334315.03459784"
"1999";"A";"B0";"267001.73459784"
"1999";"A";"K0";"67313.3"
"1999";"A";"T2";"808026.88506797"
"1999";"A";"S0T";"392138.82806797"
"1999";"A";"STK";"16352.27230018"
"1999";"A";"STL";"375786.55576779"
"1999";"A";"T3";"415888.057"
"1999";"A";"A";"302847.964"
"1999";"A";"K1";"113040.093"
"1999";"A";"D";
"1999";"A";"T4";"736231.29228794"
"1999";"A";"T5";"586898.51228794"
"1999";"A";"N0";"1200.69931894"
"1999";"A";"TB1";"531904"
"1999";"A";"FGB";"447364"
"1999";"A";"OH0";"0"
"1999";"A";"US0";"53793.812969"
"1999";"A";"T6";"148883.98"
"1999";"A";"N1";"306.48"
"1999";"A";"TB2";"99831"
"1999";"A";"FGK";"99831"
"1999";"A";"OH1";"764.7"
"1999";"A";"US1";"47981.8"
"1999";"A";"UA";"448.8"
"1999";"A";"T7";"69980.84062995"
"1999";"A";"G";"11904"
"1999";"A";"RIWF";"2677.64062995"
"1999";"A";"S1";"756.4"
"1999";"A";"T8";"54608.2"
"1999";"A";"W";"43325.58"
"1999";"A";"BE";"11282.62"
"1999";"A";"U";"34.6"
"1999";"P";"T0";"1408901.10289494"
"1999";"P";"T1";"167818.47052594"
"1999";"P";"B0";"143060.70377793"
"1999";"P";"K0";"24757.76674801"
"1999";"P";"T2";"550607.959"
"1999";"P";"S0T";"47922.215"
"1999";"P";"STK";"595.649"
"1999";"P";"STL";"47326.566"
"1999";"P";"T3";"502685.744"
"1999";"P";"A";"430605.065"
"1999";"P";"K1";"72080.679"
"1999";"P";"D";
"1999";"P";"T4";"690474.673369"
"1999";"P";"T5";"559947.0314"
"1999";"P";"N0";"7092.7464"
"1999";"P";"TB1";"552854.285"
"1999";"P";"VGB";"463202"
"1999";"P";"VGK";"84995"
"1999";"P";"OH0";
"1999";"P";"US0";"0"
"1999";"P";"T6";"81069.641969"
"1999";"P";"N1";
"1999";"P";"OH1";"774.3"
"1999";"P";"US1";"80295.341969"
"1999";"P";"UP";"49458"
"1999";"N";"T0";"539652.94968875"
"1999";"N";"T1";"166496.5640719"
"1999";"N";"T2";"257418.92606797"
"1999";"N";"D";
"1999";"N";"T4";"45756.61891894"
"1999";"N";"T7";"69980.84062995"
"2000";"A";"T0";"2220990.68971786"
"2000";"A";"T1";"415767.898"
"2000";"A";"B0";"337562.298"
"2000";"A";"K0";"78205.6"
"2000";"A";"T2";"822028.13455637"
"2000";"A";"S0T";"384634.32555637"
"2000";"A";"STK";"12260.6380872"
"2000";"A";"STL";"372373.68746917"
"2000";"A";"T3";"437393.809"
"2000";"A";"A";"308956.38"
"2000";"A";"K1";"128437.429"
"2000";"A";"D";
"2000";"A";"T4";"895339.06344323"
"2000";"A";"T5";"730131.12632212"
"2000";"A";"N0";"4512.11086612"
"2000";"A";"TB1";"665062"
"2000";"A";"FGB";"561894"
"2000";"A";"OH0";
"2000";"A";"US0";"60557.015456"
"2000";"A";"T6";"164752.63712111"
"2000";"A";"N1";"352.41512111"
"2000";"A";"TB2";"114524"
"2000";"A";"FGK";"114524"
"2000";"A";"OH1";"781"
"2000";"A";"US1";"49095.222"
"2000";"A";"UA";"455.3"
"2000";"A";"T7";"87855.59371826"
"2000";"A";"G";"34724.83799394"
"2000";"A";"RIWF";"2078.76976954"
"2000";"A";"S1";"599.11595478"
"2000";"A";"T8";"50452.87"
"2000";"A";"W";"40026.14"
"2000";"A";"BE";"10426.73"
"2000";"A";"U";"0"
"2000";"P";"T0";"1716248.19647171"
"2000";"P";"T1";"202094.71657171"
"2000";"P";"B0";"163820.21657171"
"2000";"P";"K0";"38274.5"
"2000";"P";"T2";"671354.961"
"2000";"P";"S0T";"46150.202"
"2000";"P";"STK";"941.311"
"2000";"P";"STL";"45208.891"
"2000";"P";"T3";"625204.759"
"2000";"P";"A";"547540.03"
"2000";"P";"K1";"77664.729"
"2000";"P";"D";
"2000";"P";"T4";"842798.5189"
"2000";"P";"T5";"700660.213968"
"2000";"P";"N0";"6895.6288"
"2000";"P";"TB1";"693764.585168"
"2000";"P";"VGB";"614415"
"2000";"P";"VGK";"76524"
"2000";"P";"OH0";
"2000";"P";"US0";
"2000";"P";"T6";"90447.304932"
"2000";"P";"N1";
"2000";"P";"OH1";"675.1"
"2000";"P";"US1";"89772.204932"
"2000";"P";"UP";"51691"
"2000";"N";"T0";"504742.49324615"
"2000";"N";"T1";"213673.18142829"
"2000";"N";"T2";"150673.17355637"
"2000";"N";"D";
"2000";"N";"T4";"52540.54454323"
"2000";"N";"T7";"87855.59371826"
"2001";"A";"T0";"2219367.14381925"
"2001";"A";"T1";"459938.46759227"
"2001";"A";"B0";"379072.06759227"
"2001";"A";"K0";"80866.4"
"2001";"A";"T2";"815964.05701413"
"2001";"A";"S0T";"407201.59501413"
"2001";"A";"STK";"26157.96442828"
"2001";"A";"STL";"381043.63058585"
"2001";"A";"T3";"408762.462"
"2001";"A";"A";"273544.016"
"2001";"A";"K1";"135218.446"
"2001";"A";"D";
"2001";"A";"T4";"856433.58644198"
"2001";"A";"T5";"683255.96344164"
"2001";"A";"N0";"11213.80002564"
"2001";"A";"TB1";"615765"
"2001";"A";"FGB";"518309"
"2001";"A";"OH0";
"2001";"A";"US0";"56277.163416"
"2001";"A";"T6";"172654.09118091"
"2001";"A";"N1";"347.17724891"
"2001";"A";"TB2";"111099"
"2001";"A";"FGK";"111099"
"2001";"A";"OH1";"516.7"
"2001";"A";"US1";"60691.213932"
"2001";"A";"UA";"523.53181943"
"2001";"A";"T7";"87031.03277087"
"2001";"A";"G";"32982.36378009"
"2001";"A";"RIWF";"2665.71592877"
"2001";"A";"S1";"802.12306201"
"2001";"A";"T8";"50580.83"
"2001";"A";"W";"42771.07"
"2001";"A";"BE";"7809.76"
"2001";"A";"U";"0"
"2001";"P";"T0";"1632551.22422929"
"2001";"P";"T1";"210854.53514529"
"2001";"P";"B0";"173892.33514529"
"2001";"P";"K0";"36962.2"
"2001";"P";"T2";"586561.873"
"2001";"P";"S0T";"47011.48"
"2001";"P";"STK";"581.656"
"2001";"P";"STL";"46429.824"
"2001";"P";"T3";"539550.393"
"2001";"P";"A";"463425.902"
"2001";"P";"K1";"76124.491"
"2001";"P";"D";
"2001";"P";"T4";"835134.816084"
"2001";"P";"T5";"680476.3139"
"2001";"P";"N0";"10884.0485"
"2001";"P";"TB1";"669592.2654"
"2001";"P";"VGB";"588922"
"2001";"P";"VGK";"78047"
"2001";"P";"OH0";
"2001";"P";"US0";
"2001";"P";"T6";"101197.502184"
"2001";"P";"N1";
"2001";"P";"OH1";"636.8"
"2001";"P";"US1";"100560.702184"
"2001";"P";"UP";"53461"
"2001";"N";"T0";"586815.91958996"
"2001";"N";"T1";"249083.93244698"
"2001";"N";"T2";"229402.18401413"
"2001";"N";"D";
"2001";"N";"T4";"21298.77035798"
"2001";"N";"T7";"87031.03277087"
"2002";"A";"T0";"2115429.03642835"
"2002";"A";"T1";"446427.924"
"2002";"A";"B0";"366074.424"
"2002";"A";"K0";"80353.5"
"2002";"A";"T2";"724385.48524456"
"2002";"A";"S0T";"421685.75724456"
"2002";"A";"STK";"29850.36676793"
"2002";"A";"STL";"391835.39047663"
"2002";"A";"T3";"302699.728"
"2002";"A";"A";"184468.332"
"2002";"A";"K1";"118231.396"
"2002";"A";"D";
"2002";"A";"T4";"859266.47001353"
"2002";"A";"T5";"708693.17017444"
"2002";"A";"N0";"9067.37017444"
"2002";"A";"TB1";"626077"
"2002";"A";"FGB";"549577"
"2002";"A";"OH0";
"2002";"A";"US0";"73548.8"
"2002";"A";"T6";"150042.06801966"
"2002";"A";"N1";"316.46801966"
"2002";"A";"TB2";"96513"
"2002";"A";"FGK";"96513"
"2002";"A";"OH1";"495.3"
"2002";"A";"US1";"52717.3"
"2002";"A";"UA";"531.23181943"
"2002";"A";"T7";"85349.15717026"
"2002";"A";"G";"29339.5984547"
"2002";"A";"RIWF";"2669.82903421"
"2002";"A";"S1";"398.54968135"
"2002";"A";"T8";"52941.18"
"2002";"A";"W";"47573.14"
"2002";"A";"BE";"5368.04"
"2002";"A";"U";"0"
"2002";"P";"T0";"1542904.27267278"
"2002";"P";"T1";"240280.65297278"
"2002";"P";"B0";"195267.45297278"
"2002";"P";"K0";"45013.2"
"2002";"P";"T2";"485659.72"
"2002";"P";"S0T";"49136.115"
"2002";"P";"STK";"1305.573"
"2002";"P";"STL";"47830.542"
"2002";"P";"T3";"436523.605"
"2002";"P";"A";"374356.155"
"2002";"P";"K1";"62167.45"
"2002";"P";"D";
"2002";"P";"T4";"816963.8997"
"2002";"P";"T5";"660146.1997"
"2002";"P";"N0";"9462.7225"
"2002";"P";"TB1";"650683.4772"
"2002";"P";"VGB";"564670"
"2002";"P";"VGK";"83207"
"2002";"P";"OH0";
"2002";"P";"US0";
"2002";"P";"T6";"101894.7"
"2002";"P";"N1";
"2002";"P";"OH1";"854.5"
"2002";"P";"US1";"101040.2"
"2002";"P";"UP";"54923"
"2002";"N";"T0";"572524.76375557"
"2002";"N";"T1";"206147.27102722"
"2002";"N";"T2";"238725.76524456"
"2002";"N";"D";
"2002";"N";"T4";"42302.57031353"
"2002";"N";"T7";"85349.15717026"
"2003";"A";"T0";"2204493.17848557"
"2003";"A";"T1";"477495.5664289"
"2003";"A";"B0";"386518.2664289"
"2003";"A";"K0";"90977.3"
"2003";"A";"T2";"816256.60272163"
"2003";"A";"S0T";"453033.24672163"
"2003";"A";"STK";"35204.57621037"
"2003";"A";"STL";"417828.67051126"
"2003";"A";"T3";"363223.356"
"2003";"A";"A";"224783.97"
"2003";"A";"K1";"138439.386"
"2003";"A";"D";
"2003";"A";"T4";"824693.53120606"
"2003";"A";"T5";"669696.08485722"
"2003";"A";"N0";"9064.28485722"
"2003";"A";"TB1";"589580"
"2003";"A";"FGB";"526516"
"2003";"A";"OH0";
"2003";"A";"US0";"71051.8"
"2003";"A";"T6";"154460.21452941"
"2003";"A";"N1";"327.21452941"
"2003";"A";"TB2";"99730"
"2003";"A";"FGK";"99730"
"2003";"A";"OH1";"483.6"
"2003";"A";"US1";"53919.4"
"2003";"A";"UA";"537.23181943"
"2003";"A";"T7";"86047.47812898"
"2003";"A";"G";"27128.03288242"
"2003";"A";"RIWF";"2561.88866342"
"2003";"A";"S1";"45.83658314"
"2003";"A";"T8";"56311.72"
"2003";"A";"W";"51045.93"
"2003";"A";"BE";"5265.79"
"2003";"A";"U";"0"
"2003";"P";"T0";"1649979.99479971"
"2003";"P";"T1";"282980.82868971"
"2003";"P";"B0";"216415.42868971"
"2003";"P";"K0";"66565.4"
"2003";"P";"T2";"556790.401"
"2003";"P";"S0T";"58785.435"
"2003";"P";"STK";"1110.327"
"2003";"P";"STL";"57675.108"
"2003";"P";"T3";"498004.966"
"2003";"P";"A";"431847.04"
"2003";"P";"K1";"66157.926"
"2003";"P";"D";
"2003";"P";"T4";"810208.76511"
"2003";"P";"T5";"648734.86511"
"2003";"P";"N0";"9663.02211"
"2003";"P";"TB1";"639071.843"
"2003";"P";"VGB";"535646"
"2003";"P";"VGK";"100887"
"2003";"P";"OH0";
"2003";"P";"US0";
"2003";"P";"T6";"105532.9"
"2003";"P";"N1";
"2003";"P";"OH1";"575.1"
"2003";"P";"US1";"104957.8"
"2003";"P";"UP";"55941"
"2003";"N";"T0";"554513.18368587"
"2003";"N";"T1";"194514.73773919"
"2003";"N";"T2";"259466.20172163"
"2003";"N";"D";
"2003";"N";"T4";"14484.76609606"
"2003";"N";"T7";"86047.47812898"
"2004";"A";"T0";"2315958.63132144"
"2004";"A";"T1";"519370.268"
"2004";"A";"B0";"428731.868"
"2004";"A";"K0";"90638.4"
"2004";"A";"T2";"860284.08910805"
"2004";"A";"S0T";"476139.78310805"
"2004";"A";"STK";"32865.863"
"2004";"A";"STL";"443273.92010805"
"2004";"A";"T3";"384144.306"
"2004";"A";"A";"228173.76"
"2004";"A";"K1";"155970.546"
"2004";"A";"D";"31498"
"2004";"A";"T4";"820343.79644545"
"2004";"A";"T5";"632099.3882841"
"2004";"A";"N0";"8918.1882841"
"2004";"A";"TB1";"548024"
"2004";"A";"FGB";"482693"
"2004";"A";"OH0";
"2004";"A";"US0";"75157.2"
"2004";"A";"T6";"187702.37634192"
"2004";"A";"N1";"291.27634192"
"2004";"A";"TB2";"130852"
"2004";"A";"FGK";"130852"
"2004";"A";"OH1";"473.2"
"2004";"A";"US1";"56085.9"
"2004";"A";"UA";"542.03181943"
"2004";"A";"T7";"84462.47776794"
"2004";"A";"G";"21639.22191131"
"2004";"A";"RIWF";"2035.10882115"
"2004";"A";"S1";"80.09703548"
"2004";"A";"T8";"60708.05"
"2004";"A";"W";"59144"
"2004";"A";"BE";"1564.05"
"2004";"A";"U";"0"
"2004";"P";"T0";"1757195.38535739"
"2004";"P";"T1";"317920.93816239"
"2004";"P";"B0";"247404.83816239"
"2004";"P";"K0";"70516.1"
"2004";"P";"T2";"589478.008"
"2004";"P";"S0T";"72710.998"
"2004";"P";"STK";"1303.354"
"2004";"P";"STL";"71407.644"
"2004";"P";"T3";"516767.01"
"2004";"P";"A";"451125.53"
"2004";"P";"K1";"65641.48"
"2004";"P";"D";"34141"
"2004";"P";"T4";"815655.439195"
"2004";"P";"T5";"652706.139195"
"2004";"P";"N0";"9235.960995"
"2004";"P";"TB1";"643470.1782"
"2004";"P";"VGB";"538622"
"2004";"P";"VGK";"103294"
"2004";"P";"OH0";
"2004";"P";"US0";
"2004";"P";"T6";"106624.3"
"2004";"P";"N1";
"2004";"P";"OH1";"798.1"
"2004";"P";"US1";"105826.2"
"2004";"P";"UP";"56325"
"2004";"N";"T0";"558763.24596405"
"2004";"N";"T1";"201449.32983761"
"2004";"N";"T2";"270806.08110805"
"2004";"N";"D";"-2643"
"2004";"N";"T4";"4688.35725045"
"2004";"N";"T7";"84462.47776794"
"2005";"A";"T0";"2799700.91772642"
"2005";"A";"T1";"647804.218"
"2005";"A";"B0";"540875.518"
"2005";"A";"K0";"106928.7"
"2005";"A";"T2";"1006168.4981754"
"2005";"A";"S0T";"536504.5531754"
"2005";"A";"STK";"42891.646"
"2005";"A";"STL";"493612.9071754"
"2005";"A";"T3";"469663.945"
"2005";"A";"A";"250248.028"
"2005";"A";"K1";"219415.917"
"2005";"A";"D";"32066.3"
"2005";"A";"T4";"1037833.47063717"
"2005";"A";"T5";"784026.43126288"
"2005";"A";"N0";"10302.60629335"
"2005";"A";"TB1";"683619"
"2005";"A";"FGB";"599608"
"2005";"A";"OH0";"8282"
"2005";"A";"US0";"81822.82496953"
"2005";"A";"T6";"253231.20697654"
"2005";"A";"N1";"270.20697654"
"2005";"A";"TB2";"144759"
"2005";"A";"FGK";"144759"
"2005";"A";"OH1";"470"
"2005";"A";"US1";"107732"
"2005";"A";"UA";"575.83239775"
"2005";"A";"T7";"75828.43091385"
"2005";"A";"G";"28050.20195406"
"2005";"A";"RIWF";"1079.79757579"
"2005";"A";"S1";"78.94984122"
"2005";"A";"T8";"46585.45717095"
"2005";"A";"W";"44724.37370436"
"2005";"A";"BE";"1861.08346659"
"2005";"A";"U";"34.02437183"
"2005";"P";"T0";"2197227.94718421"
"2005";"P";"T1";"332164.47512704"
"2005";"P";"B0";"251513.47512704"
"2005";"P";"K0";"80651"
"2005";"P";"T2";"805380.562"
"2005";"P";"S0T";"100271.932"
"2005";"P";"STK";"1378.919"
"2005";"P";"STL";"98893.013"
"2005";"P";"T3";"705108.63"
"2005";"P";"A";"622793.042"
"2005";"P";"K1";"82315.588"
"2005";"P";"D";"43155.9"
"2005";"P";"T4";"1016527.01005717"
"2005";"P";"T5";"787977.21005717"
"2005";"P";"N0";"10015.15265717"
"2005";"P";"TB1";"777668.1414"
"2005";"P";"VGB";"662548"
"2005";"P";"VGK";"112988"
"2005";"P";"OH0";
"2005";"P";"US0";"293.916"
"2005";"P";"T6";"169926.8"
"2005";"P";"N1";
"2005";"P";"OH1";"944.7"
"2005";"P";"US1";"168982.1"
"2005";"P";"UP";"58623"
"2005";"N";"T0";"602472.97054221"
"2005";"N";"T1";"315639.74287296"
"2005";"N";"T2";"200787.9361754"
"2005";"N";"D";"-11089.6"
"2005";"N";"T4";"21306.46058"
"2005";"N";"T7";"75828.43091385"
"2006";"A";"T0";"3125465.10043043"
"2006";"A";"T1";"804647.367"
"2006";"A";"B0";"633458.467"
"2006";"A";"K0";"171188.9"
"2006";"A";"T2";"1139669.7578495"
"2006";"A";"S0T";"625316.9058495"
"2006";"A";"STK";"61501.941"
"2006";"A";"STL";"563814.9648495"
"2006";"A";"T3";"514352.852"
"2006";"A";"A";"263134.708"
"2006";"A";"K1";"251218.144"
"2006";"A";"D";"46244"
"2006";"A";"T4";"1056236.02379121"
"2006";"A";"T5";"781789.26423299"
"2006";"A";"N0";"9548.00925667"
"2006";"A";"TB1";"689018"
"2006";"A";"FGB";"581195"
"2006";"A";"OH0";"8476"
"2006";"A";"US0";"74747.25497632"
"2006";"A";"T6";"273920.12716047"
"2006";"A";"N1";"236.62716047"
"2006";"A";"TB2";"157931"
"2006";"A";"FGK";"157931"
"2006";"A";"OH1";"477.5"
"2006";"A";"US1";"115275"
"2006";"A";"UA";"526.63239775"
"2006";"A";"T7";"78667.95178972"
"2006";"A";"G";"32220.53617655"
"2006";"A";"RIWF";"557.32088438"
"2006";"A";"S1";"330.75284581"
"2006";"A";"T8";"45591.92103793"
"2006";"A";"W";"43556.64001207"
"2006";"A";"BE";"2035.28102586"
"2006";"A";"U";"-32.57915495"
"2006";"P";"T0";"2528255.43062528"
"2006";"P";"T1";"466622.43159087"
"2006";"P";"B0";"324075.93159087"
"2006";"P";"K0";"142546.5"
"2006";"P";"T2";"959161.51"
"2006";"P";"S0T";"124171.416"
"2006";"P";"STK";"1734.574"
"2006";"P";"STL";"122436.842"
"2006";"P";"T3";"834990.094"
"2006";"P";"A";"746653.343"
"2006";"P";"K1";"88336.751"
"2006";"P";"D";"41914.4"
"2006";"P";"T4";"1060557.08903441"
"2006";"P";"T5";"819066.18903441"
"2006";"P";"N0";"10081.34203441"
"2006";"P";"TB1";"808352.867"
"2006";"P";"VGB";"688407"
"2006";"P";"VGK";"115452"
"2006";"P";"OH0";
"2006";"P";"US0";"631.98"
"2006";"P";"T6";"180608.9"
"2006";"P";"N1";
"2006";"P";"OH1";"1463"
"2006";"P";"US1";"179145.9"
"2006";"P";"UP";"60882"
"2006";"N";"T0";"597209.66980515"
"2006";"N";"T1";"338024.93540913"
"2006";"N";"T2";"180508.2478495"
"2006";"N";"D";"4329.6"
"2006";"N";"T4";"-4321.0652432"
"2006";"N";"T7";"78667.95178972"
"2007";"A";"T0";"3746579.8693815"
"2007";"A";"T1";"927605.821"
"2007";"A";"B0";"702457.121"
"2007";"A";"K0";"225148.7"
"2007";"A";"T2";"1271370.17500858"
"2007";"A";"S0T";"695911.25200858"
"2007";"A";"STK";"88870.95"
"2007";"A";"STL";"607040.30200858"
"2007";"A";"T3";"575458.923"
"2007";"A";"A";"277530.123"
"2007";"A";"K1";"297928.8"
"2007";"A";"D";"58312.2"
"2007";"A";"T4";"1404262.68466045"
"2007";"A";"T5";"1053180.71897609"
"2007";"A";"N0";"15367.49290908"
"2007";"A";"TB1";"936786"
"2007";"A";"FGB";"812726"
"2007";"A";"OH0";"5715"
"2007";"A";"US0";"95312.22606701"
"2007";"A";"T6";"350030.73328661"
"2007";"A";"N1";"273.13328661"
"2007";"A";"TB2";"200415"
"2007";"A";"FGK";"200415"
"2007";"A";"OH1";"452"
"2007";"A";"US1";"148890.6"
"2007";"A";"UA";"1051.23239775"
"2007";"A";"T7";"85028.98871247"
"2007";"A";"G";"34775.54281083"
"2007";"A";"RIWF";"405.96031361"
"2007";"A";"S1";"281.70973712"
"2007";"A";"T8";"49468.42848329"
"2007";"A";"W";"47913.77075142"
"2007";"A";"BE";"1554.65773187"
"2007";"A";"U";"97.34736762"
"2007";"P";"T0";"3007096.19314371"
"2007";"P";"T1";"620423.8196208"
"2007";"P";"B0";"436265.0196208"
"2007";"P";"K0";"184158.8"
"2007";"P";"T2";"920815.488"
"2007";"P";"S0T";"104103.383"
"2007";"P";"STK";"1885.988"
"2007";"P";"STL";"102217.395"
"2007";"P";"T3";"816712.105"
"2007";"P";"A";"716378.269"
"2007";"P";"K1";"100333.836"
"2007";"P";"D";"57198.8"
"2007";"P";"T4";"1408658.08552292"
"2007";"P";"T5";"1108515.68552292"
"2007";"P";"N0";"16198.06452292"
"2007";"P";"TB1";"1091756.873"
"2007";"P";"VGB";"963738"
"2007";"P";"VGK";"121055"
"2007";"P";"OH0";
"2007";"P";"US0";"560.748"
"2007";"P";"T6";"236939.4"
"2007";"P";"N1";
"2007";"P";"OH1";"1755"
"2007";"P";"US1";"235184.4"
"2007";"P";"UP";"63203"
"2007";"N";"T0";"739483.67623779"
"2007";"N";"T1";"307182.0013792"
"2007";"N";"T2";"350554.68700858"
"2007";"N";"D";"1113.4"
"2007";"N";"T4";"-4395.40086247"
"2007";"N";"T7";"85028.98871247"
"2008";"A";"T0";"3219024.75990676"
"2008";"A";"T1";"948851.25"
"2008";"A";"B0";"711523.65"
"2008";"A";"K0";"237327.6"
"2008";"A";"T2";"1012917.86525899"
"2008";"A";"S0T";"674163.15925899"
"2008";"A";"STK";"86309.857"
"2008";"A";"STL";"587853.30225899"
"2008";"A";"T3";"338754.706"
"2008";"A";"A";"143362.387"
"2008";"A";"K1";"195392.319"
"2008";"A";"D";"160018.57615124"
"2008";"A";"T4";"1018349.71003667"
"2008";"A";"T5";"711771.81001418"
"2008";"A";"N0";"79135.20890339"
"2008";"A";"TB1";"542227"
"2008";"A";"FGB";"447706"
"2008";"A";"OH0";"15.3"
"2008";"A";"US0";"90394.30111079"
"2008";"A";"T6";"305563.96762474"
"2008";"A";"N1";"326.26762474"
"2008";"A";"TB2";"165736"
"2008";"A";"FGK";"165736"
"2008";"A";"OH1";"429.5"
"2008";"A";"US1";"139072.2"
"2008";"A";"UA";"1013.93239775"
"2008";"A";"T7";"78887.35845986"
"2008";"A";"G";"30861.60482998"
"2008";"A";"RIWF";"724.7414325"
"2008";"A";"S1";"244.54459719"
"2008";"A";"T8";"47062.95977683"
"2008";"A";"W";"45606.55888788"
"2008";"A";"BE";"1456.40088895"
"2008";"A";"U";"-6.49217664"
"2008";"P";"T0";"2569296.93840877"
"2008";"P";"T1";"685988.48492184"
"2008";"P";"B0";"488536.68492184"
"2008";"P";"K0";"197451.8"
"2008";"P";"T2";"656369.957"
"2008";"P";"S0T";"73345.465"
"2008";"P";"STK";"2900.261"
"2008";"P";"STL";"70445.204"
"2008";"P";"T3";"583024.492"
"2008";"P";"A";"492219.793"
"2008";"P";"K1";"90804.699"
"2008";"P";"D";"164495.21918743"
"2008";"P";"T4";"1062443.27729949"
"2008";"P";"T5";"771331.97729949"
"2008";"P";"N0";"45629.02929949"
"2008";"P";"TB1";"724260.05"
"2008";"P";"VGB";"563003"
"2008";"P";"VGK";"157931"
"2008";"P";"OH0";
"2008";"P";"US0";"1442.898"
"2008";"P";"T6";"225724.3"
"2008";"P";"N1";
"2008";"P";"OH1";"1388.6"
"2008";"P";"US1";"224335.7"
"2008";"P";"UP";"65387"
"2008";"N";"T0";"649727.82149799"
"2008";"N";"T1";"262862.76507816"
"2008";"N";"T2";"356547.90825899"
"2008";"N";"D";"-4476.64303619"
"2008";"N";"T4";"-44093.56726282"
"2008";"N";"T7";"78887.35845986"
"2009";"A";"T0";"3395361.25001857"
"2009";"A";"T1";"1100565.341"
"2009";"A";"B0";"834651.341"
"2009";"A";"K0";"265914"
"2009";"A";"T2";"1152868.33918156"
"2009";"A";"S0T";"741807.73018156"
"2009";"A";"STK";"87142.327"
"2009";"A";"STL";"654665.40318156"
"2009";"A";"T3";"411060.609"
"2009";"A";"A";"198733.604"
"2009";"A";"K1";"212327.005"
"2009";"A";"D";"108234.84978511"
"2009";"A";"T4";"894028.4955644"
"2009";"A";"T5";"607175.00361309"
"2009";"A";"N0";"32698.59464179"
"2009";"A";"TB1";"472392"
"2009";"A";"FGB";"411196"
"2009";"A";"OH0";"19.4"
"2009";"A";"US0";"102065.0089713"
"2009";"A";"T6";"285844.75955356"
"2009";"A";"N1";"348.85955356"
"2009";"A";"TB2";"143826"
"2009";"A";"FGK";"143826"
"2009";"A";"OH1";"431.5"
"2009";"A";"US1";"141238.4"
"2009";"A";"UA";"1008.73239775"
"2009";"A";"T7";"139664.2244875"
"2009";"A";"G";"38185.63005709"
"2009";"A";"RIWF";"1230.76371367"
"2009";"A";"S1";"5555.94949467"
"2009";"A";"T8";"94680.21474754"
"2009";"A";"W";"94236.84853203"
"2009";"A";"BE";"443.36621551"
"2009";"A";"U";"11.66647453"
"2009";"P";"T0";"2708968.9742744"
"2009";"P";"T1";"756296.74368713"
"2009";"P";"B0";"546480.14368713"
"2009";"P";"K0";"209816.6"
"2009";"P";"T2";"815175.25107289"
"2009";"P";"S0T";"65657.767"
"2009";"P";"STK";"4037.769"
"2009";"P";"STL";"61619.998"
"2009";"P";"T3";"749517.48407289"
"2009";"P";"A";"656190.73907289"
