"CubeId";"auvezebq"
"PublishingDate";"2025-03-24 09:00"

"Date";"D0";"D1";"D2";"Value"
"2017-Q1";"N";"T";"LE";"597703.90585621"
"2017-Q1";"A";"T";"LE1";"4849347.70735775"
"2017-Q1";"A";"T";"LX";"30959.94091631"
"2017-Q1";"A";"T";"T";
"2017-Q1";"A";"T";"K";
"2017-Q1";"A";"T";"K7";
"2017-Q1";"A";"T";"K7A";
"2017-Q1";"A";"T";"K7B";
"2017-Q1";"A";"T";"KA";
"2017-Q1";"A";"T";"LE";"4880307.64727405"
"2017-Q1";"P";"T";"LE1";"4225866.96390172"
"2017-Q1";"P";"T";"LX";"56736.77751613"
"2017-Q1";"P";"T";"T";
"2017-Q1";"P";"T";"K";
"2017-Q1";"P";"T";"K7";
"2017-Q1";"P";"T";"K7A";
"2017-Q1";"P";"T";"K7B";
"2017-Q1";"P";"T";"KA";
"2017-Q1";"P";"T";"LE";"4282603.74141785"
"2017-Q2";"N";"T";"LE1";"597703.90585621"
"2017-Q2";"N";"T";"LX";"-13549.14010734"
"2017-Q2";"N";"T";"T";"20730.46842191"
"2017-Q2";"N";"T";"K";"-34279.5184906"
"2017-Q2";"N";"T";"K7";
"2017-Q2";"N";"T";"K7A";
"2017-Q2";"N";"T";"K7B";
"2017-Q2";"N";"T";"KA";
"2017-Q2";"N";"T";"LE";"584154.76074886"
"2017-Q2";"A";"T";"LE1";"4880307.64727405"
"2017-Q2";"A";"T";"LX";"45312.51166384"
"2017-Q2";"A";"T";"T";
"2017-Q2";"A";"T";"K";
"2017-Q2";"A";"T";"K7";
"2017-Q2";"A";"T";"K7A";
"2017-Q2";"A";"T";"K7B";
"2017-Q2";"A";"T";"KA";
"2017-Q2";"A";"T";"LE";"4925620.15293789"
"2017-Q2";"P";"T";"LE1";"4282603.74141785"
"2017-Q2";"P";"T";"LX";"58861.65177118"
"2017-Q2";"P";"T";"T";
"2017-Q2";"P";"T";"K";
"2017-Q2";"P";"T";"K7";
"2017-Q2";"P";"T";"K7A";
"2017-Q2";"P";"T";"K7B";
"2017-Q2";"P";"T";"KA";
"2017-Q2";"P";"T";"LE";"4341465.39218903"
"2017-Q3";"N";"T";"LE1";"584154.76074886"
"2017-Q3";"N";"T";"LX";"82389.10114072"
"2017-Q3";"N";"T";"T";"2274.40982161"
"2017-Q3";"N";"T";"K";"80114.78229964"
"2017-Q3";"N";"T";"K7";
"2017-Q3";"N";"T";"K7A";
"2017-Q3";"N";"T";"K7B";
"2017-Q3";"N";"T";"KA";
"2017-Q3";"N";"T";"LE";"666543.85788958"
"2017-Q3";"A";"T";"LE1";"4925620.15293789"
"2017-Q3";"A";"T";"LX";"125223.82793544"
"2017-Q3";"A";"T";"T";
"2017-Q3";"A";"T";"K";
"2017-Q3";"A";"T";"K7";
"2017-Q3";"A";"T";"K7A";
"2017-Q3";"A";"T";"K7B";
"2017-Q3";"A";"T";"KA";
"2017-Q3";"A";"T";"LE";"5050843.98287333"
"2017-Q3";"P";"T";"LE1";"4341465.39218903"
"2017-Q3";"P";"T";"LX";"42834.72679472"
"2017-Q3";"P";"T";"T";
"2017-Q3";"P";"T";"K";
"2017-Q3";"P";"T";"K7";
"2017-Q3";"P";"T";"K7A";
"2017-Q3";"P";"T";"K7B";
"2017-Q3";"P";"T";"KA";
"2017-Q3";"P";"T";"LE";"4384300.12498374"
"2017-Q4";"N";"T";"LE1";"666543.85788958"
"2017-Q4";"N";"T";"LX";"18932.99105426"
"2017-Q4";"N";"T";"T";"-16290.41649821"
"2017-Q4";"N";"T";"K";"35223.49660663"
"2017-Q4";"N";"T";"K7";
"2017-Q4";"N";"T";"K7A";
"2017-Q4";"N";"T";"K7B";
"2017-Q4";"N";"T";"KA";
"2017-Q4";"N";"T";"LE";"685476.84694385"
"2017-Q4";"A";"T";"LE1";"5050843.98287333"
"2017-Q4";"A";"T";"LX";"111339.57543544"
"2017-Q4";"A";"T";"T";
"2017-Q4";"A";"T";"K";
"2017-Q4";"A";"T";"K7";
"2017-Q4";"A";"T";"K7A";
"2017-Q4";"A";"T";"K7B";
"2017-Q4";"A";"T";"KA";
"2017-Q4";"A";"T";"LE";"5162183.55430877"
"2017-Q4";"P";"T";"LE1";"4384300.12498374"
"2017-Q4";"P";"T";"LX";"92406.58438117"
"2017-Q4";"P";"T";"T";
"2017-Q4";"P";"T";"K";
"2017-Q4";"P";"T";"K7";
"2017-Q4";"P";"T";"K7A";
"2017-Q4";"P";"T";"K7B";
"2017-Q4";"P";"T";"KA";
"2017-Q4";"P";"T";"LE";"4476706.70736492"
"2018-Q1";"N";"T";"LE1";"685476.84694385"
"2018-Q1";"N";"T";"LX";"27858.86674875"
"2018-Q1";"N";"T";"T";"8508.29902023"
"2018-Q1";"N";"T";"K";"19350.56772852"
"2018-Q1";"N";"T";"K7";
"2018-Q1";"N";"T";"K7A";
"2018-Q1";"N";"T";"K7B";
"2018-Q1";"N";"T";"KA";
"2018-Q1";"N";"T";"LE";"713335.7196926"
"2018-Q1";"A";"T";"LE1";"5162183.55430877"
"2018-Q1";"A";"T";"LX";"-22909.58342723"
"2018-Q1";"A";"T";"T";
"2018-Q1";"A";"T";"K";
"2018-Q1";"A";"T";"K7";
"2018-Q1";"A";"T";"K7A";
"2018-Q1";"A";"T";"K7B";
"2018-Q1";"A";"T";"KA";
"2018-Q1";"A";"T";"LE";"5139273.97088153"
"2018-Q1";"P";"T";"LE1";"4476706.70736492"
"2018-Q1";"P";"T";"LX";"-50768.45017599"
"2018-Q1";"P";"T";"T";
"2018-Q1";"P";"T";"K";
"2018-Q1";"P";"T";"K7";
"2018-Q1";"P";"T";"K7A";
"2018-Q1";"P";"T";"K7B";
"2018-Q1";"P";"T";"KA";
"2018-Q1";"P";"T";"LE";"4425938.25118893"
"2018-Q2";"N";"T";"LE1";"713335.7196926"
"2018-Q2";"N";"T";"LX";"45286.72832534"
"2018-Q2";"N";"T";"T";"11488.54902421"
"2018-Q2";"N";"T";"K";"33798.18028658"
"2018-Q2";"N";"T";"K7";
"2018-Q2";"N";"T";"K7A";
"2018-Q2";"N";"T";"K7B";
"2018-Q2";"N";"T";"KA";
"2018-Q2";"N";"T";"LE";"758622.44701795"
"2018-Q2";"A";"T";"LE1";"5139273.97088153"
"2018-Q2";"A";"T";"LX";"19729.30165452"
"2018-Q2";"A";"T";"T";
"2018-Q2";"A";"T";"K";
"2018-Q2";"A";"T";"K7";
"2018-Q2";"A";"T";"K7A";
"2018-Q2";"A";"T";"K7B";
"2018-Q2";"A";"T";"KA";
"2018-Q2";"A";"T";"LE";"5159003.27353606"
"2018-Q2";"P";"T";"LE1";"4425938.25118893"
"2018-Q2";"P";"T";"LX";"-25557.42667082"
"2018-Q2";"P";"T";"T";
"2018-Q2";"P";"T";"K";
"2018-Q2";"P";"T";"K7";
"2018-Q2";"P";"T";"K7A";
"2018-Q2";"P";"T";"K7B";
"2018-Q2";"P";"T";"KA";
"2018-Q2";"P";"T";"LE";"4400380.82651811"
"2018-Q3";"N";"T";"LE1";"758622.44701795"
"2018-Q3";"N";"T";"LX";"-32896.21552936"
"2018-Q3";"N";"T";"T";"49130.8524759"
"2018-Q3";"N";"T";"K";"-82027.06800527"
"2018-Q3";"N";"T";"K7";
"2018-Q3";"N";"T";"K7A";
"2018-Q3";"N";"T";"K7B";
"2018-Q3";"N";"T";"KA";
"2018-Q3";"N";"T";"LE";"725726.23248858"
"2018-Q3";"A";"T";"LE1";"5159003.27353606"
"2018-Q3";"A";"T";"LX";"-58132.89501777"
"2018-Q3";"A";"T";"T";
"2018-Q3";"A";"T";"K";
"2018-Q3";"A";"T";"K7";
"2018-Q3";"A";"T";"K7A";
"2018-Q3";"A";"T";"K7B";
"2018-Q3";"A";"T";"KA";
"2018-Q3";"A";"T";"LE";"5100870.38551829"
"2018-Q3";"P";"T";"LE1";"4400380.82651811"
"2018-Q3";"P";"T";"LX";"-25236.6794884"
"2018-Q3";"P";"T";"T";
"2018-Q3";"P";"T";"K";
"2018-Q3";"P";"T";"K7";
"2018-Q3";"P";"T";"K7A";
"2018-Q3";"P";"T";"K7B";
"2018-Q3";"P";"T";"KA";
"2018-Q3";"P";"T";"LE";"4375144.15302971"
"2018-Q4";"N";"T";"LE1";"725726.23248858"
"2018-Q4";"N";"T";"LX";"75404.95250787"
"2018-Q4";"N";"T";"T";"22555.28789619"
"2018-Q4";"N";"T";"K";"52849.66361638"
"2018-Q4";"N";"T";"K7";
"2018-Q4";"N";"T";"K7A";
"2018-Q4";"N";"T";"K7B";
"2018-Q4";"N";"T";"KA";
"2018-Q4";"N";"T";"LE";"801131.18299646"
"2018-Q4";"A";"T";"LE1";"5100870.38551829"
"2018-Q4";"A";"T";"LX";"-47697.470923"
"2018-Q4";"A";"T";"T";
"2018-Q4";"A";"T";"K";
"2018-Q4";"A";"T";"K7";
"2018-Q4";"A";"T";"K7A";
"2018-Q4";"A";"T";"K7B";
"2018-Q4";"A";"T";"KA";
"2018-Q4";"A";"T";"LE";"5053172.91059529"
"2018-Q4";"P";"T";"LE1";"4375144.15302971"
"2018-Q4";"P";"T";"LX";"-123102.42343087"
"2018-Q4";"P";"T";"T";
"2018-Q4";"P";"T";"K";
"2018-Q4";"P";"T";"K7";
"2018-Q4";"P";"T";"K7A";
"2018-Q4";"P";"T";"K7B";
"2018-Q4";"P";"T";"KA";
"2018-Q4";"P";"T";"LE";"4252041.72759883"
"2019-Q1";"N";"T";"LE1";"801131.18299646"
"2019-Q1";"N";"T";"LX";"-41035.31682757"
"2019-Q1";"N";"T";"T";"-3100.01793239"
"2019-Q1";"N";"T";"K";"-37935.29889518"
"2019-Q1";"N";"T";"K7";
"2019-Q1";"N";"T";"K7A";
"2019-Q1";"N";"T";"K7B";
"2019-Q1";"N";"T";"KA";
"2019-Q1";"N";"T";"LE";"760095.86616889"
"2019-Q1";"A";"T";"LE1";"5053172.91059529"
"2019-Q1";"A";"T";"LX";"92837.13447157"
"2019-Q1";"A";"T";"T";
"2019-Q1";"A";"T";"K";
"2019-Q1";"A";"T";"K7";
"2019-Q1";"A";"T";"K7A";
"2019-Q1";"A";"T";"K7B";
"2019-Q1";"A";"T";"KA";
"2019-Q1";"A";"T";"LE";"5146010.04606686"
"2019-Q1";"P";"T";"LE1";"4252041.72759883"
"2019-Q1";"P";"T";"LX";"133872.45129914"
"2019-Q1";"P";"T";"T";
"2019-Q1";"P";"T";"K";
"2019-Q1";"P";"T";"K7";
"2019-Q1";"P";"T";"K7A";
"2019-Q1";"P";"T";"K7B";
"2019-Q1";"P";"T";"KA";
"2019-Q1";"P";"T";"LE";"4385914.17989797"
"2019-Q2";"N";"T";"LE1";"760095.86616889"
"2019-Q2";"N";"T";"LX";"-53369.46827168"
"2019-Q2";"N";"T";"T";"12720.87880168"
"2019-Q2";"N";"T";"K";"-66090.34807628"
"2019-Q2";"N";"T";"K7";
"2019-Q2";"N";"T";"K7A";
"2019-Q2";"N";"T";"K7B";
"2019-Q2";"N";"T";"KA";
"2019-Q2";"N";"T";"LE";"706726.40289721"
"2019-Q2";"A";"T";"LE1";"5146010.04606686"
"2019-Q2";"A";"T";"LX";"13482.36488092"
"2019-Q2";"A";"T";"T";
"2019-Q2";"A";"T";"K";
"2019-Q2";"A";"T";"K7";
"2019-Q2";"A";"T";"K7A";
"2019-Q2";"A";"T";"K7B";
"2019-Q2";"A";"T";"KA";
"2019-Q2";"A";"T";"LE";"5159492.41294778"
"2019-Q2";"P";"T";"LE1";"4385914.17989797"
"2019-Q2";"P";"T";"LX";"66851.8331526"
"2019-Q2";"P";"T";"T";
"2019-Q2";"P";"T";"K";
"2019-Q2";"P";"T";"K7";
"2019-Q2";"P";"T";"K7A";
"2019-Q2";"P";"T";"K7B";
"2019-Q2";"P";"T";"KA";
"2019-Q2";"P";"T";"LE";"4452766.01005057"
"2019-Q3";"N";"T";"LE1";"706726.40289721"
"2019-Q3";"N";"T";"LX";"-31497.40531977"
"2019-Q3";"N";"T";"T";"460.50558204"
"2019-Q3";"N";"T";"K";"-31957.95323111"
"2019-Q3";"N";"T";"K7";
"2019-Q3";"N";"T";"K7A";
"2019-Q3";"N";"T";"K7B";
"2019-Q3";"N";"T";"KA";
"2019-Q3";"N";"T";"LE";"675228.99357744"
"2019-Q3";"A";"T";"LE1";"5159492.41294778"
"2019-Q3";"A";"T";"LX";"64444.47488213"
"2019-Q3";"A";"T";"T";
"2019-Q3";"A";"T";"K";
"2019-Q3";"A";"T";"K7";
"2019-Q3";"A";"T";"K7A";
"2019-Q3";"A";"T";"K7B";
"2019-Q3";"A";"T";"KA";
"2019-Q3";"A";"T";"LE";"5223936.88482991"
"2019-Q3";"P";"T";"LE1";"4452766.01005057"
"2019-Q3";"P";"T";"LX";"95941.8802019"
"2019-Q3";"P";"T";"T";
"2019-Q3";"P";"T";"K";
"2019-Q3";"P";"T";"K7";
"2019-Q3";"P";"T";"K7A";
"2019-Q3";"P";"T";"K7B";
"2019-Q3";"P";"T";"KA";
"2019-Q3";"P";"T";"LE";"4548707.89125247"
"2019-Q4";"N";"T";"LE1";"675228.99357744"
"2019-Q4";"N";"T";"LX";"-13435.85864673"
"2019-Q4";"N";"T";"T";"31312.31522857"
"2019-Q4";"N";"T";"K";"-44748.58244095"
"2019-Q4";"N";"T";"K7";
"2019-Q4";"N";"T";"K7A";
"2019-Q4";"N";"T";"K7B";
"2019-Q4";"N";"T";"KA";
"2019-Q4";"N";"T";"LE";"661793.13093071"
"2019-Q4";"A";"T";"LE1";"5223936.88482991"
"2019-Q4";"A";"T";"LX";"96712.72074411"
"2019-Q4";"A";"T";"T";
"2019-Q4";"A";"T";"K";
"2019-Q4";"A";"T";"K7";
"2019-Q4";"A";"T";"K7A";
"2019-Q4";"A";"T";"K7B";
"2019-Q4";"A";"T";"KA";
"2019-Q4";"A";"T";"LE";"5320649.60257402"
"2019-Q4";"P";"T";"LE1";"4548707.89125247"
"2019-Q4";"P";"T";"LX";"110148.57939084"
"2019-Q4";"P";"T";"T";
"2019-Q4";"P";"T";"K";
"2019-Q4";"P";"T";"K7";
"2019-Q4";"P";"T";"K7A";
"2019-Q4";"P";"T";"K7B";
"2019-Q4";"P";"T";"KA";
"2019-Q4";"P";"T";"LE";"4658856.47164331"
"2020-Q1";"N";"T";"LE1";"661793.13093071"
"2020-Q1";"N";"T";"LX";"9577.26209962"
"2020-Q1";"N";"T";"T";"18069.86091142"
"2020-Q1";"N";"T";"K";"-8492.5965618"
"2020-Q1";"N";"T";"K7";
"2020-Q1";"N";"T";"K7A";
"2020-Q1";"N";"T";"K7B";
"2020-Q1";"N";"T";"KA";
"2020-Q1";"N";"T";"LE";"671370.39503033"
"2020-Q1";"A";"T";"LE1";"5320649.60257402"
"2020-Q1";"A";"T";"LX";"-116103.76453814"
"2020-Q1";"A";"T";"T";
"2020-Q1";"A";"T";"K";
"2020-Q1";"A";"T";"K7";
"2020-Q1";"A";"T";"K7A";
"2020-Q1";"A";"T";"K7B";
"2020-Q1";"A";"T";"KA";
"2020-Q1";"A";"T";"LE";"5204545.83903588"
"2020-Q1";"P";"T";"LE1";"4658856.47164331"
"2020-Q1";"P";"T";"LX";"-125681.02663777"
"2020-Q1";"P";"T";"T";
"2020-Q1";"P";"T";"K";
"2020-Q1";"P";"T";"K7";
"2020-Q1";"P";"T";"K7A";
"2020-Q1";"P";"T";"K7B";
"2020-Q1";"P";"T";"KA";
"2020-Q1";"P";"T";"LE";"4533175.44400555"
"2020-Q2";"N";"T";"LE1";"671370.39503033"
"2020-Q2";"N";"T";"LX";"51707.59337799"
"2020-Q2";"N";"T";"T";"11234.25061256"
"2020-Q2";"N";"T";"K";"40473.34597925"
"2020-Q2";"N";"T";"K7";
"2020-Q2";"N";"T";"K7A";
"2020-Q2";"N";"T";"K7B";
"2020-Q2";"N";"T";"KA";
"2020-Q2";"N";"T";"LE";"723077.99340832"
"2020-Q2";"A";"T";"LE1";"5204545.83903588"
"2020-Q2";"A";"T";"LX";"19501.26472665"
"2020-Q2";"A";"T";"T";
"2020-Q2";"A";"T";"K";
"2020-Q2";"A";"T";"K7";
"2020-Q2";"A";"T";"K7A";
"2020-Q2";"A";"T";"K7B";
"2020-Q2";"A";"T";"KA";
"2020-Q2";"A";"T";"LE";"5224047.10776253"
"2020-Q2";"P";"T";"LE1";"4533175.44400555"
"2020-Q2";"P";"T";"LX";"-32206.32865134"
"2020-Q2";"P";"T";"T";
"2020-Q2";"P";"T";"K";
"2020-Q2";"P";"T";"K7";
"2020-Q2";"P";"T";"K7A";
"2020-Q2";"P";"T";"K7B";
"2020-Q2";"P";"T";"KA";
"2020-Q2";"P";"T";"LE";"4500969.1143542"
"2020-Q3";"N";"T";"LE1";"723077.99340832"
"2020-Q3";"N";"T";"LX";"71614.71529822"
"2020-Q3";"N";"T";"T";"10508.50128645"
"2020-Q3";"N";"T";"K";"61106.21718178"
"2020-Q3";"N";"T";"K7";
"2020-Q3";"N";"T";"K7A";
"2020-Q3";"N";"T";"K7B";
"2020-Q3";"N";"T";"KA";
"2020-Q3";"N";"T";"LE";"794692.70370655"
"2020-Q3";"A";"T";"LE1";"5224047.10776253"
"2020-Q3";"A";"T";"LX";"82308.63849421"
"2020-Q3";"A";"T";"T";
"2020-Q3";"A";"T";"K";
"2020-Q3";"A";"T";"K7";
"2020-Q3";"A";"T";"K7A";
"2020-Q3";"A";"T";"K7B";
"2020-Q3";"A";"T";"KA";
"2020-Q3";"A";"T";"LE";"5306355.74525674"
"2020-Q3";"P";"T";"LE1";"4500969.1143542"
"2020-Q3";"P";"T";"LX";"10693.92319599"
"2020-Q3";"P";"T";"T";
"2020-Q3";"P";"T";"K";
"2020-Q3";"P";"T";"K7";
"2020-Q3";"P";"T";"K7A";
"2020-Q3";"P";"T";"K7B";
"2020-Q3";"P";"T";"KA";
"2020-Q3";"P";"T";"LE";"4511663.04155019"
"2020-Q4";"N";"T";"LE1";"794692.70370655"
"2020-Q4";"N";"T";"LX";"5077.20888105"
"2020-Q4";"N";"T";"T";"-661.94189416"
"2020-Q4";"N";"T";"K";"5738.99699804"
"2020-Q4";"N";"T";"K7";
"2020-Q4";"N";"T";"K7A";
"2020-Q4";"N";"T";"K7B";
"2020-Q4";"N";"T";"KA";
"2020-Q4";"N";"T";"LE";"799769.76656043"
"2020-Q4";"A";"T";"LE1";"5306355.74525674"
"2020-Q4";"A";"T";"LX";"52326.86707548"
"2020-Q4";"A";"T";"T";
"2020-Q4";"A";"T";"K";
"2020-Q4";"A";"T";"K7";
"2020-Q4";"A";"T";"K7A";
"2020-Q4";"A";"T";"K7B";
"2020-Q4";"A";"T";"KA";
"2020-Q4";"A";"T";"LE";"5358682.61133222"
"2020-Q4";"P";"T";"LE1";"4511663.04155019"
"2020-Q4";"P";"T";"LX";"47249.65819443"
"2020-Q4";"P";"T";"T";
"2020-Q4";"P";"T";"K";
"2020-Q4";"P";"T";"K7";
"2020-Q4";"P";"T";"K7A";
"2020-Q4";"P";"T";"K7B";
"2020-Q4";"P";"T";"KA";
"2020-Q4";"P";"T";"LE";"4558912.84477179"
"2021-Q1";"N";"T";"LE1";"799769.76656043"
"2021-Q1";"N";"T";"LX";"136099.90281885"
"2021-Q1";"N";"T";"T";"11773.69044871"
"2021-Q1";"N";"T";"K";"124326.28789706"
"2021-Q1";"N";"T";"K7";
"2021-Q1";"N";"T";"K7A";
"2021-Q1";"N";"T";"K7B";
"2021-Q1";"N";"T";"KA";
"2021-Q1";"N";"T";"LE";"935869.81940645"
"2021-Q1";"A";"T";"LE1";"5358682.61133222"
"2021-Q1";"A";"T";"LX";"301470.21795602"
"2021-Q1";"A";"T";"T";
"2021-Q1";"A";"T";"K";
"2021-Q1";"A";"T";"K7";
"2021-Q1";"A";"T";"K7A";
"2021-Q1";"A";"T";"K7B";
"2021-Q1";"A";"T";"KA";
"2021-Q1";"A";"T";"LE";"5660152.83028824"
"2021-Q1";"P";"T";"LE1";"4558912.84477179"
"2021-Q1";"P";"T";"LX";"165370.31513717"
"2021-Q1";"P";"T";"T";
"2021-Q1";"P";"T";"K";
"2021-Q1";"P";"T";"K7";
"2021-Q1";"P";"T";"K7A";
"2021-Q1";"P";"T";"K7B";
"2021-Q1";"P";"T";"KA";
"2021-Q1";"P";"T";"LE";"4724283.01088179"
"2021-Q2";"N";"T";"LE1";"935869.81940645"
"2021-Q2";"N";"T";"LX";"-23906.13497417"
"2021-Q2";"N";"T";"T";"22105.48054276"
"2021-Q2";"N";"T";"K";"-46011.68701718"
"2021-Q2";"N";"T";"K7";
"2021-Q2";"N";"T";"K7A";
"2021-Q2";"N";"T";"K7B";
"2021-Q2";"N";"T";"KA";
"2021-Q2";"N";"T";"LE";"911963.67943228"
"2021-Q2";"A";"T";"LE1";"5660152.83028824"
"2021-Q2";"A";"T";"LX";"39552.18449301"
"2021-Q2";"A";"T";"T";
"2021-Q2";"A";"T";"K";
"2021-Q2";"A";"T";"K7";
"2021-Q2";"A";"T";"K7A";
"2021-Q2";"A";"T";"K7B";
"2021-Q2";"A";"T";"KA";
"2021-Q2";"A";"T";"LE";"5699705.01278125"
"2021-Q2";"P";"T";"LE1";"4724283.01088179"
"2021-Q2";"P";"T";"LX";"63458.31946718"
"2021-Q2";"P";"T";"T";
"2021-Q2";"P";"T";"K";
"2021-Q2";"P";"T";"K7";
"2021-Q2";"P";"T";"K7A";
"2021-Q2";"P";"T";"K7B";
"2021-Q2";"P";"T";"KA";
"2021-Q2";"P";"T";"LE";"4787741.33334897"
"2021-Q3";"N";"T";"LE1";"911963.67943228"
"2021-Q3";"N";"T";"LX";"36019.34039409"
"2021-Q3";"N";"T";"T";"10611.33773174"
"2021-Q3";"N";"T";"K";"25407.93299847"
"2021-Q3";"N";"T";"K7";
"2021-Q3";"N";"T";"K7A";
"2021-Q3";"N";"T";"K7B";
"2021-Q3";"N";"T";"KA";
"2021-Q3";"N";"T";"LE";"947983.02282637"
"2021-Q3";"A";"T";"LE1";"5699705.01278125"
"2021-Q3";"A";"T";"LX";"22711.27118364"
"2021-Q3";"A";"T";"T";
"2021-Q3";"A";"T";"K";
"2021-Q3";"A";"T";"K7";
"2021-Q3";"A";"T";"K7A";
"2021-Q3";"A";"T";"K7B";
"2021-Q3";"A";"T";"KA";
"2021-Q3";"A";"T";"LE";"5722416.28396489"
"2021-Q3";"P";"T";"LE1";"4787741.33334897"
"2021-Q3";"P";"T";"LX";"-13308.06921045"
"2021-Q3";"P";"T";"T";
"2021-Q3";"P";"T";"K";
"2021-Q3";"P";"T";"K7";
"2021-Q3";"P";"T";"K7A";
"2021-Q3";"P";"T";"K7B";
"2021-Q3";"P";"T";"KA";
"2021-Q3";"P";"T";"LE";"4774433.26113852"
"2021-Q4";"N";"T";"LE1";"947983.02282637"
"2021-Q4";"N";"T";"LX";"-149205.70280631"
"2021-Q4";"N";"T";"T";"14850.78214205"
"2021-Q4";"N";"T";"K";"-164056.55552696"
"2021-Q4";"N";"T";"K7";
"2021-Q4";"N";"T";"K7A";
"2021-Q4";"N";"T";"K7B";
"2021-Q4";"N";"T";"KA";
"2021-Q4";"N";"T";"LE";"798777.31502006"
"2021-Q4";"A";"T";"LE1";"5722416.28396489"
"2021-Q4";"A";"T";"LX";"-60877.51487555"
"2021-Q4";"A";"T";"T";
"2021-Q4";"A";"T";"K";
"2021-Q4";"A";"T";"K7";
"2021-Q4";"A";"T";"K7A";
"2021-Q4";"A";"T";"K7B";
"2021-Q4";"A";"T";"KA";
"2021-Q4";"A";"T";"LE";"5661538.76708934"
"2021-Q4";"P";"T";"LE1";"4774433.26113852"
"2021-Q4";"P";"T";"LX";"88328.18793076"
"2021-Q4";"P";"T";"T";
"2021-Q4";"P";"T";"K";
"2021-Q4";"P";"T";"K7";
"2021-Q4";"P";"T";"K7A";
"2021-Q4";"P";"T";"K7B";
"2021-Q4";"P";"T";"KA";
"2021-Q4";"P";"T";"LE";"4862761.45206928"
"2022-Q1";"N";"T";"LE1";"798777.31502006"
"2022-Q1";"N";"T";"LX";"-19548.09888631"
"2022-Q1";"N";"T";"T";"6757.80436389"
"2022-Q1";"N";"T";"K";"-26305.90417408"
"2022-Q1";"N";"T";"K7";
"2022-Q1";"N";"T";"K7A";
"2022-Q1";"N";"T";"K7B";
"2022-Q1";"N";"T";"KA";
"2022-Q1";"N";"T";"LE";"779229.22213375"
"2022-Q1";"A";"T";"LE1";"5661538.76708934"
"2022-Q1";"A";"T";"LX";"-16968.39548948"
"2022-Q1";"A";"T";"T";
"2022-Q1";"A";"T";"K";
"2022-Q1";"A";"T";"K7";
"2022-Q1";"A";"T";"K7A";
"2022-Q1";"A";"T";"K7B";
"2022-Q1";"A";"T";"KA";
"2022-Q1";"A";"T";"LE";"5644570.37159985"
"2022-Q1";"P";"T";"LE1";"4862761.45206928"
"2022-Q1";"P";"T";"LX";"2579.70339683"
"2022-Q1";"P";"T";"T";
"2022-Q1";"P";"T";"K";
"2022-Q1";"P";"T";"K7";
"2022-Q1";"P";"T";"K7A";
"2022-Q1";"P";"T";"K7B";
"2022-Q1";"P";"T";"KA";
"2022-Q1";"P";"T";"LE";"4865341.14946611"
"2022-Q2";"N";"T";"LE1";"779229.22213375"
"2022-Q2";"N";"T";"LX";"-9443.53829161"
"2022-Q2";"N";"T";"T";"4695.56861939"
"2022-Q2";"N";"T";"K";"-14139.10184583"
"2022-Q2";"N";"T";"K7";
"2022-Q2";"N";"T";"K7A";
"2022-Q2";"N";"T";"K7B";
"2022-Q2";"N";"T";"KA";
"2022-Q2";"N";"T";"LE";"769785.68719533"
"2022-Q2";"A";"T";"LE1";"5644570.37159985"
"2022-Q2";"A";"T";"LX";"-163957.27639661"
"2022-Q2";"A";"T";"T";
"2022-Q2";"A";"T";"K";
"2022-Q2";"A";"T";"K7";
"2022-Q2";"A";"T";"K7A";
"2022-Q2";"A";"T";"K7B";
"2022-Q2";"A";"T";"KA";
"2022-Q2";"A";"T";"LE";"5480613.08971342"
"2022-Q2";"P";"T";"LE1";"4865341.14946611"
"2022-Q2";"P";"T";"LX";"-154513.738105"
"2022-Q2";"P";"T";"T";
"2022-Q2";"P";"T";"K";
"2022-Q2";"P";"T";"K7";
"2022-Q2";"P";"T";"K7A";
"2022-Q2";"P";"T";"K7B";
"2022-Q2";"P";"T";"KA";
"2022-Q2";"P";"T";"LE";"4710827.4025181"
"2022-Q3";"N";"T";"LE1";"769785.68719533"
"2022-Q3";"N";"T";"LX";"-31673.71774469"
"2022-Q3";"N";"T";"T";"13104.46817046"
"2022-Q3";"N";"T";"K";"-44778.19012832"
"2022-Q3";"N";"T";"K7";
"2022-Q3";"N";"T";"K7A";
"2022-Q3";"N";"T";"K7B";
"2022-Q3";"N";"T";"KA";
"2022-Q3";"N";"T";"LE";"738111.96309745"
"2022-Q3";"A";"T";"LE1";"5480613.08971342"
"2022-Q3";"A";"T";"LX";"-119769.53086491"
"2022-Q3";"A";"T";"T";
"2022-Q3";"A";"T";"K";
"2022-Q3";"A";"T";"K7";
"2022-Q3";"A";"T";"K7A";
"2022-Q3";"A";"T";"K7B";
"2022-Q3";"A";"T";"KA";
"2022-Q3";"A";"T";"LE";"5360843.56733833"
"2022-Q3";"P";"T";"LE1";"4710827.4025181"
"2022-Q3";"P";"T";"LX";"-88095.81312023"
"2022-Q3";"P";"T";"T";
"2022-Q3";"P";"T";"K";
"2022-Q3";"P";"T";"K7";
"2022-Q3";"P";"T";"K7A";
"2022-Q3";"P";"T";"K7B";
"2022-Q3";"P";"T";"KA";
"2022-Q3";"P";"T";"LE";"4622731.60424088"
"2022-Q4";"N";"T";"LE1";"738111.96309745"
"2022-Q4";"N";"T";"LX";"-4810.96459603"
"2022-Q4";"N";"T";"T";"21644.41973192"
